id;processo;0
301;5002206-08.2019.4.04.7203;"DIREITO CIVIL"
302;5002206-08.2019.4.04.7203;"Liquidação / Cumprimento / Execução"
303;5002206-08.2019.4.04.7203;"Obrigação de Fazer / Não Fazer"
304;5002206-08.2019.4.04.7203;Posse
305;5002206-08.2019.4.04.7203;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
306;5002206-08.2019.4.04.7203;Coisas
307;0802262-23.2019.8.10.0048;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Intimação"
308;0001063-46.2019.8.26.0244;"Obrigação de Fazer / Não Fazer"
309;1029197-13.2019.8.11.0041;"Honorários Advocatícios"
310;1029197-13.2019.8.11.0041;"Intimação / Notificação"
311;1029197-13.2019.8.11.0041;Liminar
312;1029197-13.2019.8.11.0041;Assembléia
313;0002623-88.2012.4.05.8100;"Domínio Público"
314;0002623-88.2012.4.05.8100;"Terras Indígenas"
315;0002623-88.2012.4.05.8100;"Administrativo: PROCEDIMENTO ADMINISTRATIVO Nº. 1.15.000.000552/2012"
316;0002623-88.2012.4.05.8100;81
317;5004507-60.2019.8.13.0471;"DIREITO CIVIL - Obrigações - Espécies de Contratos - Compra e Venda"
318;0160093-65.2019.8.19.0001;"Efeito Suspensivo"
319;0160093-65.2019.8.19.0001;"Efeito Suspensivo / Impugnação / Embargos à Execução"
320;0160093-65.2019.8.19.0001;"EMBARGOS À EXECUÇÃO"
321;0160093-65.2019.8.19.0001;Impugnação
322;0001182-67.2019.8.17.2730;"DIREITO CIVIL / COISAS / PROPRIEDAD"
323;0001182-67.2019.8.17.2730;"DIREITO CIVIL / Pessoas Jurídicas / Associação / Exclusão de associad"
324;0003914-27.2019.8.14.0039;Intimação
325;0003914-27.2019.8.14.0039;Notificação
326;1001630-24.2019.4.01.3305;"DIREITO CIVIL - Coisas - Posse - Esbulho / Turbação / Ameaça"
327;0813174-50.2019.4.05.8100;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Objetos de cartas precatórias/de ordem|Citação|"
328;8001335-15.2019.8.05.0032;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Citação"
329;5000221-07.2019.8.13.0514;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Audiência no Deprecant"
330;0002469-45.2019.4.01.3700;"9603 - Mútuo"
331;0000440-76.2012.8.10.0048;Liminar
332;0000440-76.2012.8.10.0048;"Unidade de Conservação da Natureza"
333;0011996-51.2014.8.10.0001;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Processo e Procedimento (8960)  -  Antecipação de Tutela / Tutela Específica (8961"
334;0006617-48.2013.4.01.3300;"10091 - Terreno de Marinha"
335;0000119-85.2018.8.10.0127;"Antecipação de Tutela / Tutela Específica"
336;0028907-11.2019.4.01.3700;"10431 - Responsabilidade Civil"
337;5001507-83.2019.4.03.6123;"Repasse de Verbas Públicas"
338;0800227-20.2019.8.18.0064;"1/3 de férias"
339;5479748-45.2019.8.09.0031;"Finalidade - IMISSAO DE POSSE"
340;5000552-34.2019.4.03.6129;Flora
341;5000550-64.2019.4.03.6129;Flora
342;0000445-88.2016.4.05.8307;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
343;0000445-88.2016.4.05.8307;"DIREITO TRIBUTÁRIO | Dívida Ativa"
344;0000445-88.2016.4.05.8307;"DIREITO TRIBUTÁRIO|Dívida Ativa|Ausência de Cobrança Administrativa Prévia|"
345;0015640-38.1992.4.03.6100;"Indenização Trabalhista"
346;0000418-42.2015.4.05.8307;"DIREITO TRIBUTÁRIO | Dívida Ativa"
347;0000418-42.2015.4.05.8307;"DIREITO TRIBUTÁRIO|Dívida Ativa|Ausência de Cobrança Administrativa Prévia|"
348;0002724-86.2019.8.14.0020;Liminar
349;5000315-63.2016.4.04.7103;"DIREITO CIVIL"
350;5000315-63.2016.4.04.7103;Aquisição
351;5000315-63.2016.4.04.7103;Coisas
352;5000315-63.2016.4.04.7103;Propriedade
353;5000315-63.2016.4.04.7103;"Usucapião Especial (Constitucional)"
354;0000070-87.2016.4.05.8307;"DIREITO TRIBUTÁRIO | Dívida Ativa"
355;0000070-87.2016.4.05.8307;"DIREITO TRIBUTÁRIO|Dívida Ativa|Ausência de Cobrança Administrativa Prévia|"
356;5002821-95.2019.4.04.7203;"Esbulho / Turbação / Ameaça"
357;5002821-95.2019.4.04.7203;"DIREITO CIVIL"
358;5002821-95.2019.4.04.7203;Posse
359;5002821-95.2019.4.04.7203;Coisas
360;0800074-09.2019.8.10.0064;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Obrigação de Fazer / Não Fazer"
361;0803460-64.2019.8.12.0008;"Obrigação de Fazer / Não Fazer"
362;0803460-64.2019.8.12.0008;"Retificação de Área de Imóvel"
363;0803460-64.2019.8.12.0008;"TUTELA DE URGENCIA"
364;8000236-61.2019.8.05.0185;"DIREITO CIVIL - Obrigações - Espécies de Títulos de Crédito - Cheque"
365;0002641-62.2019.8.11.0082;"Associação Comunitária e Social do Quilombo Mata-Cavalo - Projeto para reciclagem dos resíduos orgânicos - Requer a doação do valor estimado de R$ 42.597,59."
366;0000302-91.2018.8.10.0083;"DIREITO CIVIL (899)  -  Pessoas Jurídicas (9981)  -  Associação (4897)  -  Assembléia (4899"
367;0000840-95.2014.8.10.0056;Liminar
368;0006716-48.2009.8.26.0642;"Crimes contra o Meio Ambiente e o Patrimônio Genético"
369;0003834-64.2019.8.26.0642;"Meio Ambiente"
370;0809090-15.2019.8.14.0051;"Antecipação de Tutela / Tutela Específica"
371;0016769-89.2015.4.02.5101;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
372;0016769-89.2015.4.02.5101;"DIREITO CIVIL"
373;0016769-89.2015.4.02.5101;"Responsabilidade Civil"
374;0016769-89.2015.4.02.5101;Licitações
375;0016769-89.2015.4.02.5101;"Prestação de Contas"
376;0016769-89.2015.4.02.5101;"Agentes Políticos"
377;0016769-89.2015.4.02.5101;Parlamentares
378;0016769-89.2015.4.02.5101;Convênio
379;0016769-89.2015.4.02.5101;"Responsabilidade Civil (DIREITO CIVIL)"
380;0016769-89.2015.4.02.5101;"Convênio, Licitações, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
381;0016769-89.2015.4.02.5101;"Prestação de Contas / Parlamentares / Agentes Políticos / DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
382;1004229-55.2019.8.26.0281;"Nomeação de administrador provisório"
383;0002967-22.2019.8.11.0082;"Ofício n. 19/2019 - Requer doação de recursos no valor de R$ 70.000,00 para o Projeto A Arte da Cultura Secular de um Povo Remanescente. Edital n. 01/2019."
384;0026424-87.2019.4.01.3900;"5962 - Taxa de Fiscalização Ambiental"
385;0034446-88.2019.8.17.2370;"DIREITO TRIBUTÁRIO / IMPOSTOS / IPTU/ IMPOSTO PREDIAL E TERRITORIAL URBAN"
386;0002631-18.2019.8.16.0134;"Esbulho / Turbação / Ameaça"
387;0001751-68.2019.8.17.2730;"DIREITO CIVIL / COISAS / PROPRIEDAD"
388;0001751-68.2019.8.17.2730;"DIREITO CIVIL / Pessoas Jurídicas / Associação / Exclusão de associad"
389;5000632-69.2019.8.24.0053;"Indenização por Dano Moral"
390;5000632-69.2019.8.24.0053;"DIREITO CIVIL"
391;5000632-69.2019.8.24.0053;"Responsabilidade Civil"
392;0001015-53.2011.4.05.8500;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
393;0001015-53.2011.4.05.8500;"DIREITO TRIBUTÁRIO | Dívida Ativa"
394;0001015-53.2011.4.05.8500;"DIREITO INTERNACIONAL|Nacionalidade|Cancelamento de Naturalização|"
395;8000799-87.2019.8.05.0142;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
396;0800018-47.2019.8.18.0130;Acessão
397;0800017-62.2019.8.18.0130;Acessão
398;1504775-90.2019.8.26.0495;"Dívida Ativa"
399;0100138-75.2019.8.20.0163;Incêndio
400;5021017-54.2019.4.03.6100;Oitiva
401;1011474-83.2019.4.01.3600;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
402;1011973-67.2019.4.01.3600;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
403;1011973-67.2019.4.01.3600;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Títulos de Crédito (7717)  -  Cédula de Produto Rural (4968"
404;0056640-07.2015.8.14.0301;"ANTECIPACAO DE TUTELA"
405;0056640-07.2015.8.14.0301;" Tutela Específica"
406;0041329-90.2019.8.19.0011;"Dívida Ativa"
407;0041329-90.2019.8.19.0011;"Cobrança de Tributo"
408;5049852-42.2013.4.04.7100;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
409;5049852-42.2013.4.04.7100;"Domínio Público"
410;8001996-34.2019.8.05.0124;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Entregar (10670)  -  Obrigação de Fazer / Não Faze"
411;0003400-90.2019.8.05.0244;"Responsabilidade do Fornecedor"
412;0003400-90.2019.8.05.0244;"Indenização por Dano Moral"
413;0003400-90.2019.8.05.0244;"DIREITO DO CONSUMIDOR"
414;0003400-90.2019.8.05.0244;"OBRIGACAO DE FAZER"
415;0003400-90.2019.8.05.0244;"Não Fazer"
416;5000988-60.2019.4.03.6139;"Usucapião Extraordinária"
417;1046640-32.2019.8.26.0114;"Constrição / Penhora / Avaliação / Indisponibilidade de Bens"
418;0863111-64.2019.8.14.0301;"Assistência Social"
419;0863645-08.2019.8.14.0301;"9994 - Indenização por Dano Ambiental"
420;0863645-08.2019.8.14.0301;"Indenização por Dano Ambiental (9994)"
421;1014075-35.2019.4.01.3900;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Processo e Procedimento (8960)  -  Antecipação de Tutela / Tutela Específica (8961"
422;1014075-35.2019.4.01.3900;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Atos Unilaterais (7694"
423;1014045-97.2019.4.01.3900;"DIREITO AMBIENTAL (10110)  -  Revogação/Concessão de Licença Ambiental (10111"
424;0000224-66.2008.8.02.0020;"Improbidade Administrativa"
425;0808372-40.2018.4.05.8101;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
426;0000605-02.2014.4.01.3100;"10445 - Esbulho Turbação Ameaça"
427;5000255-18.2019.8.13.0017;"DIREITO CIVIL - Coisas - Servidão"
428;1001028-91.2019.8.26.0172;"Esbulho / Turbação / Ameaça"
429;0800831-89.2019.8.10.0100;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Obrigação de Fazer / Não Fazer"
430;0002194-23.2018.8.14.0051;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
431;5004581-27.2019.8.13.0694;"DIREITO TRIBUTÁRIO - Impostos - ISS/ Imposto sobre Serviços"
432;0007257-93.2019.8.26.0266;"Rescisão do contrato e devolução do dinheiro"
433;0012581-57.2019.8.26.0624;Citação
434;0800056-76.2019.8.14.0031;Liminar
435;8003780-04.2019.8.05.0041;"DIREITO TRIBUTÁRIO - Taxas - Municipais"
436;0000718-30.2009.4.03.6121;"Esbulho / Turbação / Ameaça"
437;0500056-17.2013.8.24.0053;"Conselhos Regionais e Afins (Anuidade)"
438;0075630-11.2010.8.19.0001;Turismo
439;0075630-11.2010.8.19.0001;"Contratos de Consumo, C/C COBRANÇA"
440;0000582-62.2016.4.03.6129;"Esbulho / Turbação / Ameaça"
441;0000615-52.2016.4.03.6129;"Esbulho / Turbação / Ameaça"
442;0005213-04.2016.8.14.0020;"Indenização por Dano Moral"
443;0008370-78.2002.4.03.6110;"Usucapião da L 6.969/1981"
444;0007299-44.2011.4.03.6104;"Esbulho / Turbação / Ameaça"
445;0000718-30.2009.4.03.6121;"Esbulho / Turbação / Ameaça"
446;5001193-74.2019.8.13.0514;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Diligências"
447;0014559-78.2017.8.14.0008;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
448;0000054-12.2011.8.21.0004;DECLARATORIA
449;1001264-63.2020.4.01.3300;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
450;0800022-67.2020.8.10.0067;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
451;0000112-57.2020.8.17.2640;"DIREITO CIVIL / OBRIGAÇÕES / ESPÉCIES DE CONTRATOS / CRÉDITO RURA"
452;0000112-57.2020.8.17.2640;"DIREITO CIVIL / Empresas / Espécies de Sociedades / Cooperativ"
453;8003165-14.2019.8.05.0041;"DIREITO TRIBUTÁRIO - Taxas - Municipais"
454;0000921-56.2013.8.05.0076;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Tutela Provisória (9192)  -  Limina"
455;0002498-54.2018.8.21.0042;"Cautelar de Busca e Apreensão"
456;5001410-36.2018.4.04.7208;"Área de Preservação Permanente, Meio Ambiente, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
457;5001410-36.2018.4.04.7208;"Dano ambiental, Responsabilidade civil, DIREITO CIVIL"
458;5001410-36.2018.4.04.7208;"Área de Preservação Permanente, DIREITO AMBIENTAL"
459;5001410-36.2018.4.04.7208;"Dano Ambiental, DIREITO AMBIENTAL"
460;5001410-36.2018.4.04.7208;"Flora, DIREITO AMBIENTAL"
461;0023130-55.2013.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
462;0005139-80.2010.4.03.6104;"Esbulho / Turbação / Ameaça"
463;8001165-84.2020.8.05.0274;"REGISTROS PÚBLICOS - Registro Civil das Pessoas Naturais"
464;0002210-12.2018.8.24.0014;"Responsabilidade da Administração, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
465;0000582-62.2016.4.03.6129;"Esbulho / Turbação / Ameaça"
466;0000615-52.2016.4.03.6129;"Esbulho / Turbação / Ameaça"
467;0008370-78.2002.4.03.6110;"Usucapião da L 6.969/1981"
468;0007299-44.2011.4.03.6104;"Esbulho / Turbação / Ameaça"
469;0803786-65.2020.8.10.0001;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Intimação"
470;5000090-20.2020.4.02.5111;"Infração Administrativa, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
471;0800688-85.2020.8.10.0029;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
472;0801610-59.2020.8.12.0001;Cheque
473;5000144-61.2020.8.13.0126;"DIREITO CIVIL - Obrigações - Adimplemento e Extinção - Pagamento"
474;8000223-74.2020.8.05.9999;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Citação"
475;1000439-96.2020.4.01.3825;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
476;5002877-06.2020.4.04.7200;"Reintegração de Posse, Imóvel Funcional, Domínio Público, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
477;1009141-18.2020.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
478;0000011-12.2020.4.01.3800;"10132 - Restituição de área"
479;0001003-78.2020.8.17.2640;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
480;5000188-41.2020.8.13.0624;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
481;0001720-95.2015.8.10.0139;Reintegração
482;1000326-53.2020.8.26.0062;"Movimentação de conta"
483;0819503-79.2020.8.14.0301;"Dano Ambiental (10438)"
484;0008055-62.2020.8.17.2370;"DIREITO TRIBUTÁRIO / IMPOSTOS / IPTU/ IMPOSTO PREDIAL E TERRITORIAL URBAN"
485;0801995-94.2020.4.05.8000;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Objetos de cartas precatórias/de ordem|Intimação|"
486;8000312-65.2020.8.05.0051;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Citação"
487;1000497-32.2020.8.11.0028;"Indenização por Dano Moral"
488;5023069-66.2020.4.04.7100;"Posse, Coisas, DIREITO CIVIL"
489;5023069-66.2020.4.04.7100;"Esbulho / Turbação / Ameaça, Posse, Coisas, DIREITO CIVIL"
490;5023069-66.2020.4.04.7100;"Direitos Indígenas, Garantias Constitucionais, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
491;5001234-08.2020.8.13.0352;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
492;0800156-94.2020.8.14.0031;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Atos Unilaterais (7694)  -  Promessa de Recompensa (7712"
493;5167461-89.2020.8.09.0031;"Imissão - Lei 10.406/02"
494;1019109-72.2020.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
495;1019109-72.2020.4.01.3700;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Valor da Execução / Cálculo / Atualização (9149)  -  Taxa SELIC (10687"
496;0800255-38.2020.4.05.8312;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Liquidação / Cumprimento / Execução|Obrigação de Entregar|Requerimento de Reintegração de Posse"
497;1001658-74.2020.4.01.4301;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
498;1001658-74.2020.4.01.4301;"DIREITO CIVIL (899)  -  Responsabilidade Civil (10431)  -  Indenização por Dano Moral (10433"
499;5008352-61.2020.8.24.0018;"Dívida Ativa (DIREITO TRIBUTÁRIO)"
500;5008352-61.2020.8.24.0018;"Obrigação Acessória, Obrigação Tributária, DIREITO TRIBUTÁRIO"
501;5008352-61.2020.8.24.0018;"Suspensão da Exigibilidade, Crédito Tributário, DIREITO TRIBUTÁRIO"
502;5008352-61.2020.8.24.0018;"COVID-19, QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO"
503;0002404-15.2020.8.17.2640;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
504;5000836-96.2020.8.13.0017;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Intimação"
505;0000442-22.2014.8.10.0098;"Antecipação de Tutela / Tutela Específica"
506;0000442-22.2014.8.10.0098;"Obrigação de Fazer / Não Fazer"
507;0000852-49.2017.8.10.0139;"Antecipação de Tutela / Tutela Específica"
508;0000852-49.2017.8.10.0139;Imissão
509;0001346-27.2016.8.10.0048;"Esbulho / Turbação / Ameaça"
510;0507057-42.2020.4.02.5101;"Terreno de Marinha, Bens Públicos, Domínio Público, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
511;0507057-42.2020.4.02.5101;"Esbulho / Turbação / Ameaça, Posse, Coisas, DIREITO CIVIL"
512;0507057-42.2020.4.02.5101;"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
513;0507057-42.2020.4.02.5101;"Bens Públicos, Domínio Público, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
514;8000344-79.2020.8.05.0145;"DIREITO PROCESSUAL CIVIL E DO TRABALHO - Objetos de cartas precatórias/de ordem - Citação"
515;0001514-97.2014.8.10.0048;Liminar
516;0001514-97.2014.8.10.0048;"Obrigação de Fazer / Não Fazer"
517;0001350-14.2017.8.10.0118;Liminar
518;0001350-14.2017.8.10.0118;"Esbulho / Turbação / Ameaça"
519;1001887-34.2020.4.01.3816;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
520;0001987-21.2017.8.10.0067;"Esbulho / Turbação / Ameaça"
521;0000734-66.2012.8.10.0101;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
522;0000734-66.2012.8.10.0101;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Tutela Provisória (9192)  -  Liminar (9196"
523;0015640-38.1992.4.03.6100;"Indenização Trabalhista"
524;0800254-61.2020.8.14.0037;"DIREITO DA SAÚDE (12480)  -  Pública (12481)  -  Internação/Transferência Hospitalar (12483)  -  Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI) (12506"
525;0800254-61.2020.8.14.0037;"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO (12467)  -  COVID-19 (12612"
526;0002046-66.2013.8.10.0061;"Antecipação de Tutela / Tutela Específica"
527;0002046-66.2013.8.10.0061;"Esbulho / Turbação / Ameaça"
528;0000443-89.2012.8.10.0061;"Intervenção de Terceiros"
529;1001203-94.2020.4.01.3821;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
530;0001627-44.2020.8.12.0029;"Troca ou Permuta"
531;1021441-03.2020.4.01.3800;"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO (12467)  -  MARIANA (12470"
532;1021441-03.2020.4.01.3800;"DIREITO AMBIENTAL (10110)  -  Poluição (11825"
533;0801917-14.2020.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
534;0801917-14.2020.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Conflito fundiário coletivo rural (11412"
535;7000789-21.2020.8.22.0023;"Práticas Abusivas"
536;7000789-21.2020.8.22.0023;"DIREITO DO CONSUMIDOR"
537;7000789-21.2020.8.22.0023;"Fornecimento de Energia Elétrica"
538;0801934-50.2020.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
539;0800292-73.2020.8.14.0037;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
540;0800119-52.2020.8.14.0036;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
541;5356699-30.2020.8.09.0031;"10445 - Coisas -> Posse -> Esbulho / Turbação / Ameaça - Lei 10.406/02"
542;5000957-10.2020.8.24.0053;"Indenização por Dano Moral, Responsabilidade Civil, Direito Civil"
543;5000957-10.2020.8.24.0053;"Indenização por dano material, Responsabilidade civil, DIREITO CIVIL"
544;5000957-10.2020.8.24.0053;"Direito de Vizinhança (Direito Civil), Direito de Vizinhança, Propriedade, Coisas, DIREITO CIVIL"
545;0000966-45.2018.8.14.0008;Intimação
546;0800127-29.2020.8.14.0036;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
547;0800127-29.2020.8.14.0036;"Citação (11783)"
548;5000977-98.2020.8.24.0053;"Mental, DIREITO DA SAÚDE"
549;0840689-61.2020.8.14.0301;"10111 - Revogação/Concessão de Licença Ambiental"
550;0840689-61.2020.8.14.0301;"Revogação/Concessão de Licença Ambiental (10111)"
551;5001027-27.2020.8.24.0053;"Inventário e Partilha / Sucessões / DIREITO CIVIL"
552;0002911-80.2020.8.11.0008;"AÇÃO DE INSTITUIÇÃO DE SERVIDÃO DE PASSAGEM c.c. PEDIDODE TUTELA ANTECIPADA"
553;0000389-29.2011.8.18.0064;Liminar
554;1003501-74.2020.4.01.4301;"DIREITO CIVIL (899)  -  Responsabilidade Civil (10431)  -  Indenização por Dano Material (10439)  -  Acidente de Trânsito (10441"
555;0034972-21.2020.8.17.2370;"DIREITO TRIBUTÁRIO (14)  -  Impostos (5916)  -  IPTU/ Imposto Predial e Territorial Urbano (5952"
556;0000260-91.2012.4.02.5003;"Desapropriação, Intervenção do Estado na Propriedade, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
